"id","price_doc"
30642,6703459.03857681
30643,15329302.8753024
30644,10755836.4442437
30645,6097350.83196837
30646,7790494.56527985
30647,4218072.17965036
30648,6771762.31160772
30649,296700.87923835
30650,7845012.52233169
30651,309726.324287338
30652,5655797.58545668
30653,5536756.59012919
30654,3911978.75878985
30655,3603319.7117873
30656,5267637.73181922
30657,8163768.46395827
30658,8731853.94806897
30659,4330710.96128757
30660,18249427.3766751
30661,8696774.90512618
30662,10192054.6240814
30663,15603459.0333095
30664,9428440.41164822
30665,9003751.51729116
30666,296332.679215157
30667,6018566.6237303
30668,17097490.7122264
30669,1323492.36588138
30670,2882949.59735182
30671,4353097.0113289
30672,3698059.27984389
30673,3604944.46900445
30674,4664655.20099873
30675,242033.777201009
30676,18416856.3736246
30677,6979033.07742395
30678,16201141.4773748
30679,4876794.6796141
30680,3402736.37374738
30681,1690665.70363848
30682,8055884.73402684
30683,11162689.1767087
30684,6875647.22448385
30685,71399561.4405488
30686,10323994.4289514
30687,4818940.8439603
30688,3145535.02178741
30689,6980923.06944526
30690,7152045.63340789
30691,8250105.58045976
30692,14730115.6341502
30693,31732477.0491841
30694,8773746.31045157
30695,20994306.75643
30696,3653225.32772702
30697,54742285.1757922
30698,7056396.84598479
30699,5140479.07819826
30700,4391926.25385169
30701,10761180.2004409
30702,4391457.29461425
30703,3348712.92472508
30704,5331735.48702829
30705,4366577.51572686
30706,5907181.0116652
30707,372028.908334723
30708,9871541.09929869
30709,8017688.75444508
30710,7367143.44005051
30711,3941233.83226128
30712,10688598.1991665
30713,5133237.69848518
30714,6944204.16574717
30715,3771678.98771441
30716,11162689.1767087
30717,10712487.1087047
30718,2786468.5560111
30719,9881712.40897416
30720,9560679.84840282
30721,17174424.3323599
30722,1343356.87045022
30723,6882329.91003169
30724,12656900.5564751
30725,9383297.11856633
30726,10291153.491331
30727,10489399.311157
30728,31857537.604294
30729,361553.955123246
30730,4334069.40567487
30731,7042488.45386202
30732,2171893.04098225
30733,17489987.1058263
30734,8240436.74461335
30735,5606456.37986343
30736,5364860.90459749
30737,4154891.04115677
30738,20148042.428906
30739,8970.41730952958
30740,5506264.29901932
30741,7722963.79442607
30742,5131074.14248263
30743,4408317.80550866
30744,11375972.3299368
30745,21608168.1913863
30746,5606456.37986343
30747,2659958.7080843
30748,20455945.6865947
30749,4327791.57116267
30750,4161101.3010792
30751,3000266.41779058
30752,5683036.31132239
30753,11560423.0486326
30754,1557362.41860011
30755,393555.811684648
30756,7363364.84877279
30757,2593066.07164541
30758,19674671.3825022
30759,4406469.51788373
30760,393555.811684648
30761,9943501.52885872
30762,7592990.25325743
30763,5331735.48702829
30764,9003751.51729116
30765,4358895.455269
30766,546880.832183552
30767,7811373.74328752
30768,4492165.4832673
30769,4412944.31429299
30770,9003751.51729116
30771,2997504.20387425
30772,7543602.63626027
30773,9095341.24477218
30774,6044967.94897358
30775,9742470.36830978
30776,6365352.89018703
30777,9003751.51729116
30778,5711748.25512187
30779,4918452.88239913
30780,18332067.0962162
30781,8303420.8404308
30782,1441472.2846862
30783,6694190.08080119
30784,3267383.12325387
30785,2362690.44280109
30786,5175869.16822272
30787,6990213.32228953
30788,7824997.6693879
30789,6755536.38978056
30790,5853075.18960804
30791,11194172.9426914
30792,8307217.60917046
30793,25877914.1248101
30794,2933058.87585405
30795,10445498.9710529
30796,10167916.6779688
30797,6750452.38822027
30798,1945358.93660135
30799,5934586.97450762
30800,11373609.7261042
30801,7042488.45386202
30802,25072401.2544594
30803,6332144.40507664
30804,3216938.24863812
30805,27984956.0530484
30806,8240436.74461335
30807,5073529.45522321
30808,4602988.27973684
30809,4064998.74759812
30810,8314929.01519233
30811,4664672.98066516
30812,4666034.53038754
30813,56458446.1385082
30814,3082127.64119942
30815,1476158.26430648
30816,8481974.62961801
30817,242033.777201009
30818,6672836.90323753
30819,8026139.09321274
30820,1626775.01255302
30821,14474010.1627108
30822,29937809.0131637
30823,20994306.75643
30824,4951119.43513446
30825,3152551.81250881
30826,12745333.2576358
30827,3402736.37374738
30828,15093446.6472544
30829,2215150.33589367
30830,10945024.5936178
30831,7820968.15207477
30832,5918328.75143394
30833,12841682.9877622
30834,5591156.04723514
30835,4446186.1216266
30836,6686734.13118643
30837,4488449.99217459
30838,9176854.13615117
30839,3284289.12254706
30840,8423469.60050423
30841,6744949.18616056
30842,3945638.13632112
30843,11570401.8226025
30844,7363364.84877279
30845,17409248.6791776
30846,5175869.16822272
30847,3327786.52450271
30848,7938609.62663415
30849,4755450.50179136
30850,5494796.50875486
30851,6497003.06313244
30852,5434553.23365105
30853,4449403.19088808
30854,3565771.86725267
30855,22947370.2255545
30856,7681550.03678379
30857,1699727.84377424
30858,5227542.53973884
30859,7522997.12319818
30860,2935234.8942654
30861,10620037.6305196
30862,1491514.00139836
30863,4376385.91510419
30864,13712428.8347658
30865,11950691.6592297
30866,4578440.618441
30867,20624599.85491
30868,16253109.6574457
30869,10754195.2285176
30870,1431486.97840274
30871,13014363.7099534
30872,3821444.99209833
30873,5597835.49656985
30874,2898914.04920997
30875,3411883.93359552
30876,4174421.92192395
30877,8979652.93242854
30878,5606456.37986343
30879,13235342.0406794
30880,7042488.45386202
30881,242033.777201009
30882,8884980.16760637
30883,6533143.46215765
30884,5606456.37986343
30885,4755580.8855392
30886,10022265.2459412
30887,6943579.36742778
30888,3874945.6282677
30889,8709855.10424037
30890,5010706.6912203
30891,546880.832183552
30892,546880.832183552
30893,5175869.16822272
30894,6328404.62481109
30895,4603665.99249617
30896,2859820.88668005
30897,13925132.1011796
30898,8623307.78605041
30899,9675782.71879959
30900,3043522.68889418
30901,6608611.46069027
30902,242033.777201009
30903,1190367.04846713
30904,4999025.29166239
30905,5625983.41423873
30906,6444480.54966301
30907,10761570.9335131
30908,5905950.73109424
30909,36334782.098302
30910,3313943.17903036
30911,9347404.21188112
30912,7945946.56900606
30913,2887200.23831305
30914,5329557.39621581
30915,1305268.72915
30916,7322279.19723896
30917,19742665.4680334
30918,6023857.85914861
30919,393555.811684648
30920,5290645.97843299
30921,2835001.58231978
30922,4774302.9490978
30923,3140758.25835952
30924,3402736.37374738
30925,5380932.63862614
30926,2920832.75727776
30927,3519627.37017932
30928,2839044.00406378
30929,3402736.37374738
30930,9069796.70345477
30931,6004776.59207458
30932,7345597.39215607
30933,2280935.10564496
30934,39983280.9020493
30935,8593377.44051458
30936,8240436.74461335
30937,8280949.95927751
30938,2027144.95711804
30939,14022323.370594
30940,8547171.27024976
30941,1417865.94933916
30942,3213640.24382055
30943,4843417.49456789
30944,4064998.74759812
30945,2905956.91931969
30946,63201052.0026593
30947,8532267.14948581
30948,5161724.59729935
30949,5174170.69049472
30950,3265195.84299519
30951,8490128.15916014
30952,8505455.36917865
30953,4549961.3273131
30954,3931457.91275598
30955,17853961.9158337
30956,5473780.68825571
30957,7408597.49279241
30958,31822746.030602
30959,1679823.6460714
30960,8829547.80850273
30961,29125516.6308589
30962,2313246.04089491
30963,3317439.19344891
30964,2372860.44129863
30965,5119896.4603854
30966,2725972.75976297
30967,10473728.3495274
30968,3985611.34554953
30969,5277861.50150578
30970,5272401.39954871
30971,72524895.0811501
30972,5277861.50150578
30973,5072957.66726928
30974,4789113.90565793
30975,27804288.6351861
30976,4487739.64354713
30977,8658208.02734964
30978,4796301.35630421
30979,3053842.63172261
30980,12344031.5666176
30981,7394225.38035216
30982,5726621.52946671
30983,5573559.37179212
30984,5625983.41423873
30985,6028846.40828444
30986,11275532.1138927
30987,11211379.1512985
30988,3595240.67081736
30989,10585243.7543776
30990,7063361.71089878
30991,19189646.9226403
30992,296332.679215157
30993,7100866.55122201
30994,4152853.64048827
30995,2158104.71402506
30996,5606456.37986343
30997,9465831.08299435
30998,4631133.38692977
30999,4231538.89521618
31000,51542270.7906714
31001,7042488.45386202
31002,5256916.44618157
31003,5324222.33016721
31004,3234246.30359358
31005,493530.71602312
31006,3620710.366907
31007,3480664.78784315
31008,3152551.81250881
31009,7895188.52399796
31010,4294947.9998299
31011,4558159.53485226
31012,6063416.13681219
31013,5795862.51316047
31014,4335978.03199786
31015,3464222.15924044
31016,4558159.53485226
31017,10260093.842736
31018,1818162.72753948
31019,5381736.50114954
31020,8934534.79356217
31021,13513408.3733822
31022,20366985.5021554
31023,10783920.7990152
31024,11742071.6076687
31025,5221803.30481287
31026,4311870.60975023
31027,7006284.8402167
31028,1996097.74599773
31029,7190074.86635297
31030,8883416.30570131
31031,11141840.6240759
31032,7794507.88675716
31033,6809282.00627897
31034,31908863.3882175
31035,11909824.6900254
31036,10758040.2846044
31037,20765368.3349688
31038,5029438.5746477
31039,15533932.1228941
31040,4559445.61416564
31041,5111286.47189482
31042,3803437.88033981
31043,2340594.85683682
31044,1615711.47674289
31045,20683789.5420237
31046,17384937.5599706
31047,4921507.22385211
31048,9171043.65408518
31049,8464778.32031997
31050,7674936.10188838
31051,5642101.29493053
31052,5573559.37179212
31053,45339549.4752109
31054,6835704.60155767
31055,4819154.76928832
31056,14233347.2043871
31057,3402736.37374738
31058,2771023.87531387
31059,2445464.38219019
31060,6435838.88109735
31061,7042488.45386202
31062,10082058.4397321
31063,3141436.81527888
31064,4879153.1703279
31065,8151501.43318609
31066,5227542.53973884
31067,9808128.09738825
31068,6407066.31607568
31069,5534068.20474946
31070,3753249.92844603
31071,3046646.11022601
31072,6822072.38630962
31073,242033.777201009
31074,20994306.75643
31075,7649773.15046202
31076,2213500.1713471
31077,5625983.41423873
31078,4524590.17011152
31079,3181179.51753356
31080,8300328.1816414
31081,297771.248486574
31082,5301377.90466145
31083,4064998.74759812
31084,10260093.842736
31085,32886519.9079076
31086,3348712.92472508
31087,6369331.6995992
31088,3528419.68857184
31089,7784386.10530567
31090,7015030.69308066
31091,3463061.92254882
31092,6403951.29658084
31093,9003751.51729116
31094,7246410.65441068
31095,5329720.85582743
31096,11749381.8606921
31097,25973676.3282592
31098,3333142.82836363
31099,10420213.5940046
31100,5944027.12628999
31101,3566578.28943567
31102,18061245.7117397
31103,9037088.25480268
31104,5001949.58930122
31105,13190140.6391318
31106,5395118.66725723
31107,5875871.45691117
31108,4655482.1959564
31109,4055174.20413349
31110,10237186.5817116
31111,8600447.20388862
31112,11541085.2481781
31113,3241416.21223846
31114,30755780.6040941
31115,4221087.91040297
31116,9845131.17026092
31117,7298414.54223212
31118,5597835.49656985
31119,6512364.00552542
31120,6939324.74727991
31121,4548136.26912047
31122,4386066.33865277
31123,6420328.84628536
31124,8965871.85541606
31125,13340988.2684829
31126,53383009.9695919
31127,6090174.22241822
31128,10397538.7079443
31129,7091760.45446248
31130,12668965.3269045
31131,19161971.7233927
31132,7006086.13550934
31133,4772035.92590497
31134,6284864.71479182
31135,8422483.30845868
31136,9846527.73485499
31137,1947525.39266343
31138,8208232.5710168
31139,3331888.589684
31140,1380410.15597668
31141,2548298.95726408
31142,10260093.842736
31143,3441529.56823256
31144,3334981.02135869
31145,7626508.52803699
31146,7109172.52419859
31147,11812137.7098806
31148,7798843.06251864
31149,242033.777201009
31150,7938609.62663415
31151,9079062.19294667
31152,9095341.24477218
31153,4924621.85188366
31154,15883123.1602394
31155,8541633.08713646
31156,4779355.85919421
31157,2922213.05547465
31158,7765785.65569089
31159,6878277.85068483
31160,6450906.68370678
31161,5277861.50150578
31162,5881714.51123679
31163,2525567.87090581
31164,6681383.7317248
31165,5278952.47694839
31166,5606456.37986343
31167,2015593.07905284
31168,12521474.3234478
31169,8331953.86877826
31170,41224240.0242159
31171,27373945.7177757
31172,3497211.43954798
31173,11777163.0366435
31174,6782988.94165955
31175,13378557.3954637
31176,3821444.99209833
31177,7938609.62663415
31178,5117637.36037086
31179,1471872.74377112
31180,6407066.31607568
31181,5862226.21785199
31182,5313057.74709623
31183,7022714.83457687
31184,3209309.6729708
31185,3248333.34592875
31186,8290903.17604563
31187,3241416.21223846
31188,6420328.84628536
31189,2953962.13207081
31190,18408919.1580883
31191,18271877.0111749
31192,3704408.16279891
31193,5010184.90935586
31194,7106292.70603122
31195,7348333.02932796
31196,8250047.18276057
31197,12112025.2473994
31198,4162093.31890124
31199,8300328.1816414
31200,8775691.01405427
31201,1665455.87430687
31202,5627762.29594107
31203,7042488.45386202
31204,3172232.87694896
31205,6644057.68084779
31206,3327795.46960736
31207,5549653.89640787
31208,3152160.18458782
31209,5767448.90806032
31210,4985980.09411145
31211,3536670.54878751
31212,4765040.67578
31213,12250790.02163
31214,8547171.27024976
31215,3821444.99209833
31216,5606456.37986343
31217,6573142.08453578
31218,6195765.30843698
31219,471380.052459779
31220,21151309.1392423
31221,3200925.6728897
31222,6282106.20078901
31223,10631019.2375914
31224,8316762.27176128
31225,7585153.18939569
31226,6861216.82526361
31227,10430949.2597281
31228,11312183.7181984
31229,3784593.02590771
31230,3620700.3878411
31231,3234246.30359358
31232,19381160.6446158
31233,8143109.30260036
31234,3266936.37504639
31235,4203304.23822024
31236,5847193.08831662
31237,7571132.28193245
31238,8266384.86468394
31239,12815201.174961
31240,5587844.91773999
31241,8266384.86468394
31242,5844948.7012845
31243,5454168.30599174
31244,6573142.08453578
31245,11039035.0641208
31246,8250836.53734139
31247,10387567.8510588
31248,7472772.7193923
31249,10761180.2004409
31250,6090174.22241822
31251,6419875.29062589
31252,6990213.32228953
31253,23572960.2247819
31254,4457444.14786087
31255,24726477.3157877
31256,6618678.43944787
31257,4924621.85188366
31258,3774123.21357955
31259,3135772.67940146
31260,5595488.31162556
31261,5907181.0116652
31262,5625983.41423873
31263,2280481.51015672
31264,3313840.89122875
31265,6077417.12363244
31266,8408931.92994498
31267,3335722.13509088
31268,4558159.53485226
31269,4079177.62864231
31270,3234246.30359358
31271,3936914.53786632
31272,5336116.64557316
31273,1344285.0241097
31274,13767338.6980563
31275,8123634.98681091
31276,8581483.90816899
31277,8133359.21049284
31278,7342790.50241183
31279,17471503.4378301
31280,7587368.61155174
31281,6419875.29062589
31282,13513408.3733822
31283,6990213.32228953
31284,57566803.3337552
31285,3884372.19967201
31286,1766629.39348932
31287,11275532.1138927
31288,5186234.29239181
31289,13444242.0224947
31290,4985980.09411145
31291,4575091.49241959
31292,3312319.36914788
31293,6573142.08453578
31294,3317439.19344891
31295,23496427.9882919
31296,10366386.6742805
31297,3392218.86448779
31298,3364444.51854708
31299,10677323.5706595
31300,33589008.616687
31301,6903554.0729871
31302,3614705.17769111
31303,5105456.82275488
31304,5708661.28554141
31305,4667375.66229315
31306,2938537.44815342
31307,7798843.06251864
31308,11508311.6324096
31309,8363794.31154676
31310,17275004.8837376
31311,4048450.51887209
31312,4185330.05723306
31313,14643522.9111656
31314,8326135.57535402
31315,11162689.1767087
31316,10565852.3095546
31317,17736095.737337
31318,10581611.9874616
31319,8547171.27024976
31320,5021902.80799075
31321,6110709.60596893
31322,7363364.84877279
31323,11864969.4102259
31324,9430632.78212381
31325,18631075.488366
31326,12321787.9986177
31327,14620580.9420215
31328,7630195.68024653
31329,6888321.80392258
31330,23389703.2728127
31331,7280216.90966745
31332,4220894.91556588
31333,4428797.49863985
31334,4558159.53485226
31335,13505289.703852
31336,1854084.32046274
31337,6810313.50415528
31338,1818956.92837233
31339,4203659.93089547
31340,4849463.91430251
31341,10755836.4442437
31342,22072175.4961606
31343,3043522.68889418
31344,591762.311725251
31345,4144893.42754441
31346,3887218.58086891
31347,3386376.03149993
31348,10842360.6923332
31349,11814025.0727075
31350,3237393.67773305
31351,9935474.93034849
31352,19175381.5048396
31353,6975095.18353088
31354,10073024.4553495
31355,7567403.391016
31356,5175869.16822272
31357,4951442.85012804
31358,296700.87923835
31359,6897978.49663192
31360,1076203.58222413
31361,2209424.20746593
31362,10953973.5874167
31363,3800184.19230973
31364,3904300.5407922
31365,3137538.35326146
31366,3669770.37970743
31367,9783133.09399625
31368,11871348.3704164
31369,6282799.15428523
31370,10918911.0368568
31371,1302950.94508814
31372,2872504.05899057
31373,2229199.21774844
31374,10082058.4397321
31375,4664872.54200568
31376,8303420.8404308
31377,83699740.9407937
31378,9650716.84482699
31379,29249471.6902981
31380,2062234.15299801
31381,3694269.26867553
31382,7944710.79946238
31383,7518878.49186588
31384,20800183.5441863
31385,13751060.4722619
31386,4775149.05130778
31387,6095916.40134224
31388,4364090.26839658
31389,4655278.06737358
31390,14754326.9035198
31391,4903874.15306839
31392,12261309.9895366
31393,17919128.2772686
31394,3477096.2850751
31395,3297855.79404028
31396,5885921.70776344
31397,21762331.5784299
31398,3276891.36177259
31399,11233694.9963109
31400,3742532.78442559
31401,4318984.90436564
31402,3785007.98732379
31403,4879153.1703279
31404,7191883.43146781
31405,3808163.73750636
31406,4974734.36641858
31407,3050711.83251755
31408,6990213.32228953
31409,34719.2530780224
31410,8788184.03389569
31411,9303201.2488701
31412,7937696.51862891
31413,6406799.17561833
31414,3513293.85926854
31415,6471383.90846359
31416,7308806.51502938
31417,12206399.3575813
31418,9820421.99509279
31419,3435303.67656388
31420,11141840.6240759
31421,5470429.64400742
31422,7855384.99384855
31423,6573142.08453578
31424,127883327.372817
31425,2489253.58454205
31426,10587556.9559474
31427,4578634.26605162
31428,6987075.48544881
31429,2914904.64467336
31430,3821444.99209833
31431,4221087.91040297
31432,2250421.64447667
31433,3671664.27375652
31434,3331888.589684
31435,4062877.18148752
31436,10583601.410865
31437,14233347.2043871
31438,2716439.32742682
31439,12085129.6599318
31440,28465575.903741
31441,18264637.091566
31442,8564924.82138811
31443,1614052.98849106
31444,2700197.13848184
31445,12017996.6173377
31446,11725964.6285355
31447,11677556.2914221
31448,9027342.27311584
31449,4307815.5958102
31450,4603412.29945454
31451,7553975.19632391
31452,12682199.112478
31453,3435222.72534911
31454,4063167.72538919
31455,8612145.72751233
31456,4879153.1703279
31457,2536661.96738192
31458,21513573.7454467
31459,9114131.82128835
31460,4879153.1703279
31461,9188411.00098837
31462,3172232.87694896
31463,6898593.75349838
31464,12532179.5815476
31465,10095475.0586188
31466,14857118.0184342
31467,3053842.63172261
31468,10493410.0322242
31469,4830923.56864837
31470,6179502.0487881
31471,6497253.11176142
31472,297771.248486574
31473,15395016.4971022
31474,372028.908334723
31475,5709496.56181759
31476,9215137.16601829
31477,27331567.1579464
31478,4977202.48644217
31479,62076205.8129129
31480,9104589.63621804
31481,2082644.76485341
31482,10314092.7542889
31483,13851450.3221987
31484,3809809.86689638
31485,555323.853522521
31486,2799619.99982228
31487,11546135.7915221
31488,5996636.4905891
31489,4607689.98129174
31490,3812895.46665681
31491,10621661.0915711
31492,5762482.08630653
31493,8795452.08781165
31494,4004956.59202402
31495,8150199.43709436
31496,5513903.63379905
31497,3378750.89542083
31498,5041899.46273188
31499,7137615.05026685
31500,7293436.48996069
31501,16758220.0170489
31502,9123273.08122374
31503,5769396.92762594
31504,13523752.2998034
31505,4558160.15568426
31506,10308864.4196992
31507,3981475.0343414
31508,8436122.62199386
31509,7110193.16129278
31510,3888817.64924194
31511,4879153.1703279
31512,7394225.38035216
31513,28079787.0334964
31514,21457383.0252909
31515,263031.717285358
31516,12855768.0084401
31517,10568089.6148001
31518,3793172.64543262
31519,2343503.0986239
31520,7398392.29086521
31521,3236559.9849831
31522,5111286.47189482
31523,34191665.7668173
31524,18750514.1845354
31525,7287819.96510655
31526,5625983.41423873
31527,8000876.28083609
31528,4549469.84671489
31529,7457935.40701936
31530,9731939.93230647
31531,38984481.9674617
31532,5625983.41423873
31533,4717397.33786654
31534,10606359.7562264
31535,17281535.2908596
31536,10955600.8957295
31537,5131074.14248263
31538,6790667.42726109
31539,3360269.30830524
31540,10237186.5817116
31541,298548.753186147
31542,1167012.42905032
31543,3137538.35326146
31544,4879153.1703279
31545,8391453.49389002
31546,14215683.8972064
31547,7639630.26866189
31548,13117747.4935017
31549,6090174.22241822
31550,4951804.27740938
31551,3866849.25080624
31552,8262679.64957201
31553,5927259.34293182
31554,8038030.64058619
31555,5261728.10044174
31556,21762331.5784299
31557,13381368.6681052
31558,11275532.1138927
31559,298548.753186147
31560,21762331.5784299
31561,8808058.28188432
31562,28881046.5929539
31563,2974207.7826576
31564,11208526.0956655
31565,10158674.5550122
31566,2794108.28692237
31567,17315618.1197053
31568,4501740.90399794
31569,8558235.72951045
31570,9956475.80411135
31571,2238162.58461325
31572,5321836.16564398
31573,7220997.41339421
31574,28205252.9954533
31575,5606456.37986343
31576,5177931.09241709
31577,4062980.1621043
31578,26659018.8550556
31579,4221087.91040297
31580,8068352.99975425
31581,8313867.86321408
31582,8216736.72460071
31583,3670462.19904739
31584,3570922.65185115
31585,8547171.27024976
31586,13857829.830044
31587,13474416.6887933
31588,7747062.5544244
31589,3300307.77556093
31590,4786311.14577848
31591,6682722.26389504
31592,6104444.90700308
31593,41495606.8509274
31594,19243022.9241588
31595,9244867.88006705
31596,3436222.10942868
31597,3463190.99450562
31598,4123236.42180648
31599,4857612.6157293
31600,5697707.26865173
31601,7141363.85230827
31602,4358272.12844499
31603,7728544.32880464
31604,16916227.6266019
31605,4879153.1703279
31606,5684294.79803826
31607,4553739.83189682
31608,4358272.12844499
31609,5216383.26425992
31610,6143972.95929138
31611,4567946.07398845
31612,3654703.8071307
31613,6282799.15428523
31614,7939493.87856663
31615,10583601.410865
31616,8282495.59420454
31617,4832961.49774348
31618,5550427.39431121
31619,8557890.39072558
31620,5150224.3426456
31621,6076306.10188035
31622,63712579.3435249
31623,4801704.8568826
31624,6473822.44489373
31625,11516810.2481428
31626,5571388.69209086
31627,6399425.24352084
31628,4155887.94718956
31629,8444041.40924564
31630,3348712.92472508
31631,6063416.13681219
31632,8578747.69435631
31633,6481339.56375795
31634,9342642.60726984
31635,15167160.9219227
31636,12338840.6689609
31637,7150848.36043436
31638,8934534.79356217
31639,3216938.24863812
31640,13856282.8302019
31641,5597835.49656985
31642,309726.324287338
31643,4380623.31559278
31644,17499698.0210629
31645,4659609.68728017
31646,14108302.1761806
31647,1821008.39399232
31648,4367523.57015669
31649,7473293.1251563
31650,12221495.2516552
31651,35080441.2848424
31652,4752886.70006168
31653,7858116.87699279
31654,7500202.1922775
31655,5682145.2021586
31656,50849209.6703658
31657,10696089.6389146
31658,5227542.53973884
31659,3603360.40080253
31660,3615206.91462039
31661,14878750.6703331
31662,6419875.29062589
31663,5573559.37179212
31664,546880.832183552
31665,3275064.63961586
31666,7677862.49696167
31667,7131861.38840999
31668,15814196.0036322
31669,8640546.41338672
31670,5880345.68549334
31671,17980578.8131271
31672,6697831.05518765
31673,24982691.7957902
31674,10199874.0737977
31675,6110709.60596893
31676,9153786.06307926
31677,3671239.61485864
31678,2641665.69757634
31679,4337633.51435135
31680,1151118.894246
31681,7042488.45386202
31682,346520.98944842
31683,8547171.27024976
31684,4062980.1621043
31685,3137538.35326146
31686,32367621.7862843
31687,11407040.1368353
31688,11020827.1079792
31689,3317439.19344891
31690,20664133.9978857
31691,3213640.24382055
31692,4661345.83343478
31693,6680388.89745087
31694,7363364.84877279
31695,6419875.29062589
31696,3046646.11022601
31697,4062980.1621043
31698,3053842.63172261
31699,4546906.17066374
31700,14026323.1760656
31701,6812349.00561598
31702,6783122.39773978
31703,9034667.56287955
31704,2312393.28078775
31705,2871384.2272459
31706,2744350.55107973
31707,33091339.4673493
31708,15091937.7934138
31709,4261938.72342284
31710,10657761.0360081
31711,6187474.42987422
31712,75035533.0685299
31713,6090174.22241822
31714,3725612.925924
31715,3441529.56823256
31716,7654972.19096621
31717,11560423.0486326
31718,4295738.63997343
31719,3640752.24893703
31720,6467763.36476501
31721,4569489.55999175
31722,4380623.31559278
31723,11721760.4459981
31724,6468077.44119903
31725,4879153.1703279
31726,7443443.79891936
31727,4818390.03764189
31728,3490914.08909719
31729,2960520.37565956
31730,3237393.67773305
31731,7182505.12746422
31732,5242961.43000912
31733,4020084.31546687
31734,5175869.16822272
31735,306512.449396555
31736,8146778.77112771
31737,4924621.85188366
31738,6090174.22241822
31739,8989078.88351394
31740,7132091.85576196
31741,10258068.6663781
31742,16356247.3929501
31743,8505455.36917865
31744,6420328.84628536
31745,6043837.67068761
31746,5106178.43086661
31747,4018955.23038564
31748,13077883.4161949
31749,7091760.45446248
31750,10693692.5652882
31751,3228632.12186539
